mysql> select * from budget_tache;
+-----+------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------+------------+-------------+---------------+
| id  | sous_activity_id | name                                                                                                                                                                                                                                                                                                                 | code | cost_code  | activity_id | department_id |
| 398 |              173 | Pot d'arrivée (avec la Direction Générale)                                                                                                                                                                                                                                                                           | NULL | RH.6.2.02  |          78 |            11 |
| 399 |              174 | Départs                                                                                                                                                                                                                                                                                                              | NULL | RH.7.1.01  |          79 |            11 |
| 400 |              174 | Mise en Retraites                                                                                                                                                                                                                                                                                                    | NULL | RH.7.1.02  |          79 |            11 |
| 401 |              174 | Mise en retraites anticipés                                                                                                                                                                                                                                                                                          | NULL | RH.7.1.03  |          79 |            11 |
| 402 |              174 | Promotions                                                                                                                                                                                                                                                                                                           | NULL | RH.7.1.04  |          79 |            11 |
| 403 |              175 | Salle de sport (femmes 113)                                                                                                                                                                                                                                                                                          | NULL | RH.8.1.01  |          80 |            11 |
| 404 |              175 | Football                                                                                                                                                                                                                                                                                                             | NULL | RH.8.1.02  |          80 |            11 |
| 405 |              176 | Location salle                                                                                                                                                                                                                                                                                                       | NULL | RH.8.2.01  |          80 |            11 |
| 406 |              176 | Restauration & boisons                                                                                                                                                                                                                                                                                               | NULL | RH.8.2.02  |          80 |            11 |
| 407 |              176 | Expert en beauté et bien etre                                                                                                                                                                                                                                                                                        | NULL | RH.8.2.03  |          80 |            11 |
| 408 |              176 | Conseillere en image                                                                                                                                                                                                                                                                                                 | NULL | RH.8.2.04  |          80 |            11 |
| 409 |              176 | Atelier de groupe                                                                                                                                                                                                                                                                                                    | NULL | RH.8.2.05  |          80 |            11 |
| 410 |              177 | Carte de voeux personalisées                                                                                                                                                                                                                                                                                         | NULL | RH.8.3.01  |          80 |            11 |
| 411 |              177 | Enveloppes                                                                                                                                                                                                                                                                                                           | NULL | RH.8.3.02  |          80 |            11 |
| 412 |              178 | oeufs de paques                                                                                                                                                                                                                                                                                                      | NULL | RH.8.4.01  |          80 |            11 |
| 413 |              179 | Pin's  drapeau RDC                                                                                                                                                                                                                                                                                                   | NULL | RH.8.5.01  |          80 |            11 |
| 414 |              180 | Chocolat de noel                                                                                                                                                                                                                                                                                                     | NULL | RH.8.6.01  |          80 |            11 |
| 415 |              181 | Location salle                                                                                                                                                                                                                                                                                                       | NULL | RH.8.7.01  |          80 |            11 |
| 416 |              181 | Restauration                                                                                                                                                                                                                                                                                                         | NULL | RH.8.7.02  |          80 |            11 |
| 417 |              181 | Boisons                                                                                                                                                                                                                                                                                                              | NULL | RH.8.7.03  |          80 |            11 |
| 418 |              181 | Décoration                                                                                                                                                                                                                                                                                                           | NULL | RH.8.7.04  |          80 |            11 |
| 419 |              181 | DJ                                                                                                                                                                                                                                                                                                                   | NULL | RH.8.7.05  |          80 |            11 |
| 420 |              181 | Location orchestre                                                                                                                                                                                                                                                                                                   | NULL | RH.8.7.06  |          80 |            11 |
| 421 |              181 | Location jeu                                                                                                                                                                                                                                                                                                         | NULL | RH.8.7.07  |          80 |            11 |
| 422 |              183 | Cout de participation pour                                                                                                                                                                                                                                                                                           | NULL | RH.9.2.01  |          81 |            11 |
| 423 |              183 | Location salle                                                                                                                                                                                                                                                                                                       | NULL | RH.9.2.02  |          81 |            11 |
| 424 |              183 | Lunch                                                                                                                                                                                                                                                                                                                | NULL | RH.9.2.03  |          81 |            11 |
| 425 |              184 | Cout de participation                                                                                                                                                                                                                                                                                                | NULL | RH.9.3.01  |          81 |            11 |
| 426 |              184 | Location salle                                                                                                                                                                                                                                                                                                       | NULL | RH.9.3.02  |          81 |            11 |
| 427 |              184 | Lunch                                                                                                                                                                                                                                                                                                                | NULL | RH.9.3.03  |          81 |            11 |
| 428 |              185 | Intervenant Médical                                                                                                                                                                                                                                                                                                  | NULL | RH.9.4.01  |          81 |            11 |
| 429 |              185 | Location salle + espace exterieur                                                                                                                                                                                                                                                                                    | NULL | RH.9.4.02  |          81 |            11 |
| 430 |              185 | Lunch                                                                                                                                                                                                                                                                                                                | NULL | RH.9.4.03  |          81 |            11 |
| 431 |              185 | Jeux Ludique                                                                                                                                                                                                                                                                                                         | NULL | RH.9.4.04  |          81 |            11 |
| 432 |              186 | Bilan Annuel (Obligatoire)                                                                                                                                                                                                                                                                                           | NULL | RH.9.5.01  |          81 |            11 |
| 433 |              187 | Guide et manuel du premier secours spychologique et  de gestion de stress                                                                                                                                                                                                                                            | NULL | RH.9.6.01  |          81 |            11 |
| 434 |              187 | Cafetaria                                                                                                                                                                                                                                                                                                            | NULL | RH.9.6.02  |          81 |            11 |
| 435 |              187 | Objets anti-stress                                                                                                                                                                                                                                                                                                   | NULL | RH.9.6.03  |          81 |            11 |
| 436 |              188 | Sensibilisation à l'hygiène et à la santé mentale - Mission de service                                                                                                                                                                                                                                               | NULL | RH.9.7.01  |          81 |            11 |
| 437 |              189 | Abonnement au Survey                                                                                                                                                                                                                                                                                                 | NULL | RH.10.1.01 |          82 |            11 |
| 438 |              190 | Recrutement Agence                                                                                                                                                                                                                                                                                                   | NULL | RH.10.2.01 |          82 |            11 |
| 439 |              190 | Formation du noyaux (1 pers/directions)                                                                                                                                                                                                                                                                              | NULL | RH.10.2.02 |          82 |            11 |
| 440 |              191 | Sensibilisation à la vision, la mission et les valeurs du fonds - Mission de service                                                                                                                                                                                                                                 | NULL | RH.10.3.01 |          82 |            11 |
| 441 |              192 | Primes 26-27                                                                                                                                                                                                                                                                                                         | NULL | RH.11.1.01 |          83 |            11 |
| 442 |              193 | Gestion de l'assurance santé - Mission de service                                                                                                                                                                                                                                                                    | NULL | RH.11.2.01 |          83 |            11 |
| 443 |              194 | Abonnement au Journal Officiel/Annuel                                                                                                                                                                                                                                                                                | NULL | RJ.1.1.01  |          84 |            12 |
| 444 |              194 | Abonnement à LexisNexis                                                                                                                                                                                                                                                                                              | NULL | RJ.1.1.02  |          84 |            12 |
| 445 |              194 | Abonnement à LegaNews Pro                                                                                                                                                                                                                                                                                            | NULL | RJ.1.1.03  |          84 |            12 |
| 446 |              195 | Achats différents livres                                                                                                                                                                                                                                                                                             | NULL | RJ.1.2.01  |          84 |            12 |
| 447 |              196 | Renouvellement des contrats                                                                                                                                                                                                                                                                                          | NULL | RJ.2.1.01  |          85 |            12 |
| 448 |              196 | Résiliations des contrats                                                                                                                                                                                                                                                                                            | NULL | RJ.2.1.02  |          85 |            12 |
| 449 |              196 | Archivages et traçabilité des contrats                                                                                                                                                                                                                                                                               | NULL | RJ.2.1.03  |          85 |            12 |
| 450 |              197 | Billet avion                                                                                                                                                                                                                                                                                                         | NULL | RJ.2.2.01  |          85 |            12 |
| 451 |              197 | Perdiem                                                                                                                                                                                                                                                                                                              | NULL | RJ.2.2.02  |          85 |            12 |
| 452 |              197 | Transport                                                                                                                                                                                                                                                                                                            | NULL | RJ.2.2.03  |          85 |            12 |
| 453 |              197 | Go pass                                                                                                                                                                                                                                                                                                              | NULL | RJ.2.2.04  |          85 |            12 |
| 454 |              198 | Redactions des avis et Contrôles des document                                                                                                                                                                                                                                                                        | NULL | RJ.3.1.01  |          86 |            12 |
| 455 |              199 | Conseil juridique - Mission de service                                                                                                                                                                                                                                                                               | NULL | RJ.3.2.01  |          86 |            12 |
| 456 |              200 | Paiement Abonnement                                                                                                                                                                                                                                                                                                  | NULL | RJ.4.1.01  |          87 |            12 |
| 457 |              200 | Evaluation des Cabinets                                                                                                                                                                                                                                                                                              | NULL | RJ.4.1.02  |          87 |            12 |
| 458 |              201 | Paiement Vacations                                                                                                                                                                                                                                                                                                   | NULL | RJ.4.2.01  |          87 |            12 |
| 459 |              201 | Paiement Debours                                                                                                                                                                                                                                                                                                     | NULL | RJ.4.2.02  |          87 |            12 |
| 460 |              201 | Paiement Différents frais de prestations                                                                                                                                                                                                                                                                             | NULL | RJ.4.2.03  |          87 |            12 |
| 461 |              202 | Gerer les services juridiques externes - Mission de service                                                                                                                                                                                                                                                          | NULL | RJ.4.3.01  |          87 |            12 |
| 462 |              203 | Acquisition  et deploiement                                                                                                                                                                                                                                                                                          | NULL | RJ.5.1.01  |          88 |            12 |
| 463 |              204 | Élaborer le plan annuel de maintenance préventive.                                                                                                                                                                                                                                                                   | NULL | AM.1.1.01  |          89 |            13 |
| 464 |              205 | Mettre à jour les licences et autorisations (ARPTC, ANR, Motorolla).                                                                                                                                                                                                                                                 | NULL | AM.1.2.01  |          89 |            13 |
| 465 |              205 | Gérer les documents administratifs des véhicules et bâtiments (vignettes, contrats, assurances).                                                                                                                                                                                                                     | NULL | AM.1.2.02  |          89 |            13 |
| 466 |              206 | Identifier les besoins en nouveaux équipements.                                                                                                                                                                                                                                                                      | NULL | AM.1.3.01  |          89 |            13 |
| 467 |              207 | Amélioration de la gestion documentaire du patrimoine                                                                                                                                                                                                                                                                | NULL | AM.1.4.01  |          89 |            13 |
| 468 |              208 | Organiser des atéliers de sensibilisation sur la bonne gestion patrimoniale                                                                                                                                                                                                                                          | NULL | AM.1.5.01  |          89 |            13 |
| 469 |              209 | Réaliser des missions de contôle sur mes sites                                                                                                                                                                                                                                                                       | NULL | AM.1.6.01  |          89 |            13 |
| 470 |              209 | Realiser des Missions sur terrain                                                                                                                                                                                                                                                                                    | NULL | AM.1.6.02  |          89 |            13 |
| 471 |              210 | Identifier et quantifier les besoins en biens et services                                                                                                                                                                                                                                                            | NULL | AM.2.1.01  |          90 |            13 |
| 472 |              211 | Stocker les biens et matériels dans les locaux adaptés                                                                                                                                                                                                                                                               | NULL | AM.2.2.01  |          90 |            13 |
| 473 |              212 | Délivrer les biens, fournitures et équipements aux services demandeurs                                                                                                                                                                                                                                               | NULL | AM.2.3.01  |          90 |            13 |
| 474 |              213 | Installation et paramétrage d'un logiciel de gestion des stocks                                                                                                                                                                                                                                                      | NULL | AM.2.4.01  |          90 |            13 |
| 475 |              214 | Organiser des atéliers des formations internes et externes                                                                                                                                                                                                                                                           | NULL | AM.2.5.01  |          90 |            13 |
| 476 |              215 | Planifier les opérations de fumigation et dératisation.                                                                                                                                                                                                                                                              | NULL | AM.3.1.01  |          91 |            13 |
| 477 |              215 | Assurer la maintenance des climatiseurs et des bâtiments.                                                                                                                                                                                                                                                            | NULL | AM.3.1.02  |          91 |            13 |
| 478 |              216 | Fournir les équipements de protection et uniformes.                                                                                                                                                                                                                                                                  | NULL | AM.3.2.01  |          91 |            13 |
| 479 |              217 | Contrôler la qualité du nettoyage et l’hygiène des locaux.                                                                                                                                                                                                                                                           | NULL | AM.3.3.01  |          91 |            13 |
| 480 |              218 | Suivi, contrôle et évaluation des services de maintenance et de propreté                                                                                                                                                                                                                                             | NULL | AM.3.4.01  |          91 |            13 |
| 481 |              219 | Elaborer et appliquer un plan d'entretien préventif et de lavage                                                                                                                                                                                                                                                     | NULL | AM.4.1.01  |          92 |            13 |
| 482 |              219 | Elaborer et appliquer un plan de lavage                                                                                                                                                                                                                                                                              | NULL | AM.4.1.02  |          92 |            13 |
| 483 |              219 | Assurer la maintenance du parc automobile                                                                                                                                                                                                                                                                            | NULL | AM.4.1.03  |          92 |            13 |
| 484 |              220 | Contrôler les dotations en carburant.                                                                                                                                                                                                                                                                                | NULL | AM.4.2.01  |          92 |            13 |
| 485 |              221 | Renouveler les assurances véhicules                                                                                                                                                                                                                                                                                  | NULL | AM.4.3.01  |          92 |            13 |
| 486 |              221 | Renouveler les assurances bâtiments                                                                                                                                                                                                                                                                                  | NULL | AM.4.3.02  |          92 |            13 |
| 487 |              222 | Affecter les chauffeurs selon le plan de service                                                                                                                                                                                                                                                                     | NULL | AM.4.4.01  |          92 |            13 |
| 488 |              222 | Organiser les formations en conduite préventive et sécurité routière                                                                                                                                                                                                                                                 | NULL | AM.4.4.02  |          92 |            13 |
| 489 |              223 | Établir le plan annuel des missions et organiser la logistique (transport, hébergement, visa).                                                                                                                                                                                                                       | NULL | AM.5.1.01  |          93 |            13 |
| 490 |              224 | Préparer les dossiers de déplacement.                                                                                                                                                                                                                                                                                | NULL | AM.5.2.01  |          93 |            13 |
| 491 |              225 | Organiser l'accompagnement                                                                                                                                                                                                                                                                                           | NULL | AM.5.3.01  |          93 |            13 |
| 492 |              225 | Organiser l'acceuil                                                                                                                                                                                                                                                                                                  | NULL | AM.5.3.02  |          93 |            13 |
| 493 |              226 | Assurer les demandes et les obtentions des visas                                                                                                                                                                                                                                                                     | NULL | AM.5.4.01  |          93 |            13 |
| 494 |              227 | Mise en page, impression et diffusion                                                                                                                                                                                                                                                                                | NULL | AM.6.1.01  |          94 |            13 |
| 495 |              228 | Organiser des sessions de formation ou de vulgarisation sur le contenu                                                                                                                                                                                                                                               | NULL | AM.6.2.01  |          94 |            13 |
| 496 |              229 | Formation du personnel Numérique à la gestion du réseau, VPN et outils de surveillance.                                                                                                                                                                                                                              | NULL | AM.7.1.01  |          95 |            13 |
| 497 |              230 | Former le personnel du Numérique et utilisateurs clés à l’utilisation du stockage centralisé et des outils de sauvegarde.                                                                                                                                                                                            | NULL | AM.8.1.02  |          96 |            13 |
| 498 |              231 | Assurer la configuration, la sécurisation et le déploiement des environnements nécessaires à l’exploitation et à l’intégration de l' ERP                                                                                                                                                                             | NULL | AM.9.1.01  |          97 |            13 |
| 499 |              232 | Assurer la mise en ligne, l’hébergement sécurisé et la maintenance évolutive des applications et services Web du FONAREV.                                                                                                                                                                                            | NULL | AM.10.1.01 |          98 |            13 |
| 500 |              233 | Assurer la protection, la sauvegarde et la restauration sécurisée des données documentaires institutionnelles                                                                                                                                                                                                        | NULL | AM.11.1.01 |          99 |            13 |
| 501 |              234 | Assurer la disponibilité, la maintenance et le support technique des services numériques tout en accompagnant les agents dans l’usage des nouveaux outils.                                                                                                                                                           | NULL | AM.12.1.01 |         100 |            13 |
| 502 |              235 | Campagne publicitaire de lancement d'appels d'offres Media Congo                                                                                                                                                                                                                                                     | NULL | PM.1.1.01  |         101 |            14 |
| 503 |              235 | Campagne publicitaire de lancement d'appels d'offres Quotidiens de large audience                                                                                                                                                                                                                                    | NULL | PM.1.1.02  |         101 |            14 |
| 504 |              235 | Campagne publicitaire de lancement d'appels d'offres Jeune Afrique                                                                                                                                                                                                                                                   | NULL | PM.1.1.03  |         101 |            14 |
| 505 |              236 | Travaux instensifs (anlyse des offres)                                                                                                                                                                                                                                                                               | NULL | PM.1.2.01  |         101 |            14 |
| 506 |              237 | Prospection achats et consultation des fournisseurs                                                                                                                                                                                                                                                                  | NULL | PM.1.3.01  |         101 |            14 |
| 507 |              237 | Suivi d' exécution des marchés                                                                                                                                                                                                                                                                                       | NULL | PM.1.3.02  |         101 |            14 |
| 508 |              238 | Examen des rapports d'analyse                                                                                                                                                                                                                                                                                        | NULL | PM.1.4.01  |         101 |            14 |
| 509 |              239 | Appui technique cellule  (consultant)                                                                                                                                                                                                                                                                                | NULL | PM.1.5.01  |         101 |            14 |
| 510 |              240 | Service de reprographie, duplication et réiliure des dossiers d'appels d'offres et
demande de proposition                                                                                                                                                                                                            | NULL | PM.1.6.01  |         101 |            14 |
| 511 |              241 | Approfondie_Participer à la formation                                                                                                                                                                                                                                                                                | NULL | PM.2.7.01  |         102 |            14 |
| 512 |              242 | Formation Cas Spécifique_Participer à la formation                                                                                                                                                                                                                                                                   | NULL | PM.2.8.01  |         102 |            14 |
| 513 |              243 | Exterieur_participer à la formation                                                                                                                                                                                                                                                                                  | NULL | PM.3.9.01  |         103 |            14 |
